AverageReturn,Entropy,StdReturn,PolicyExecTime,EnvExecTime,MinReturn,NumTrajs,ProcessExecTime,MaxReturn,LossBefore,TotalEnvSteps,AverageDiscountedReturn,LossAfter,KLBefore,KL,Iteration,dLoss,GradNorm
-16.340816326530614,1.5948481559753418,17.011769255758264,15.059141874313354,5.274728775024414,-45.500000000000014,490,0.4083518981933594,9.9,-0.16734234988689423,30110,-8.19810661806706,-0.16663041710853577,0.0,0.0018154204590246081,0,-0.0007119327783584595,0.12288849624842327
-16.53836206896552,1.593998670578003,16.51438878591498,15.057399034500122,5.267648220062256,-44.50000000000001,464,0.41640710830688477,9.8,-0.16502584517002106,60234,-8.144656825651486,-0.16627199947834015,0.0019155694171786308,0.001929022721014917,1,0.0012461543083190918,0.09556362455165325
-16.205701754385966,1.5959328413009644,16.01005476114649,16.440977573394775,5.6979522705078125,-45.00000000000001,456,0.46154308319091797,9.8,-0.16325439512729645,90353,-7.946806924238211,-0.16566619277000427,0.0019629669841378927,0.0024408919271081686,2,0.0024117976427078247,0.09635973119190125
-15.66952789699571,1.5943268537521362,16.127250636169823,14.852299690246582,5.171459674835205,-43.00000000000001,466,0.40624165534973145,9.9,-0.16324928402900696,120378,-7.810331430187491,-0.1659730225801468,0.0024729780852794647,0.0018693588208407164,3,0.0027237385511398315,0.11621584036713435
-15.817543859649126,1.59122896194458,15.511830491448933,14.866480588912964,5.161407947540283,-44.00000000000001,456,0.4037349224090576,9.9,-0.16509269177913666,150402,-7.906693856524221,-0.16568009555339813,0.001931732869707048,0.0023582212161272764,4,0.0005874037742614746,0.10217090344178083
-14.861702127659576,1.588958978652954,15.38066143047599,14.924621820449829,5.176147222518921,-47.50000000000001,470,0.4055912494659424,9.9,-0.16625745594501495,180452,-7.279215191177181,-0.16620422899723053,0.0023530798498541117,0.002004449488595128,5,-5.322694778442383e-05,0.10591232940740229
-15.08101265822785,1.5844992399215698,15.869050705147433,14.980715036392212,5.20635724067688,-47.000000000000014,474,0.40988659858703613,9.700000000000001,-0.1644509881734848,210564,-7.571124721794868,-0.16581980884075165,0.0020168826449662447,0.0020808465778827667,6,0.0013688206672668457,0.10248807203254924
-14.940692640692644,1.5840662717819214,15.556348836749534,14.97307014465332,5.192249774932861,-47.0,462,0.41059327125549316,9.9,-0.16479313373565674,240592,-7.279963935298977,-0.16483812034130096,0.0021234580781310797,0.0020258924923837185,7,4.4986605644226074e-05,0.08079008604449485
-12.461811023622047,1.5832738876342773,15.3425351269524,14.942867040634155,5.172001838684082,-44.00000000000001,508,0.40659451484680176,9.9,-0.1647498607635498,270685,-6.082184363028266,-0.16456621885299683,0.0018672740552574396,0.002068468602374196,8,-0.00018364191055297852,0.12596449472983587
-12.014232209737829,1.5818662643432617,15.718097815649749,15.130175590515137,5.2460808753967285,-46.50000000000001,534,0.40921950340270996,9.9,-0.1639167219400406,300843,-5.836644937565767,-0.16418147087097168,0.0019942899234592915,0.001940345042385161,9,0.0002647489309310913,0.10745327377690847
-10.597894736842107,1.5819216966629028,15.538106947041253,16.178223133087158,5.659485816955566,-48.0,570,0.4587371349334717,9.9,-0.16169744729995728,330847,-5.443298469087132,-0.16399477422237396,0.001853357651270926,0.0015554252313449979,10,0.002297326922416687,0.10750883506632974
-9.868456375838928,1.5826174020767212,14.911589957710376,15.40821361541748,5.419451713562012,-46.50000000000001,596,0.43224430084228516,9.9,-0.1637060046195984,360855,-5.092207214364605,-0.1630081981420517,0.0014876832719892263,0.0014909589663147926,11,-0.0006978064775466919,0.09981280081846335
-7.527134146341465,1.5797700881958008,13.445947402209352,14.933587789535522,5.2451653480529785,-55.5,656,0.40265345573425293,9.9,-0.1640368103981018,390999,-4.4689829874851545,-0.16445103287696838,0.0013959448551759124,0.0016070337733253837,12,0.00041422247886657715,0.12408892632482776
-6.048275862068968,1.5809223651885986,13.752546075274477,15.01665472984314,5.27595067024231,-43.50000000000001,754,0.41394901275634766,9.9,-0.16200922429561615,421021,-3.28047133763552,-0.1628875732421875,0.001408881857059896,0.0013091163709759712,13,0.0008783489465713501,0.1029621972040833
-3.426997840172787,1.579170823097229,11.813240048652172,15.02267861366272,5.321981430053711,-45.50000000000001,926,0.40943098068237305,9.9,-0.1632404625415802,451108,-2.136255095974949,-0.1638592779636383,0.0011690504616126418,0.0010444567305967212,14,0.0006188154220581055,0.13771558406439416
-2.0398076923076927,1.5774720907211304,10.63278547164828,14.863994598388672,5.293379545211792,-43.00000000000001,1040,0.405651330947876,9.9,-0.1628057360649109,481205,-1.2869493535387706,-0.16365006566047668,0.0009336969815194607,0.0010548561112955213,15,0.0008443295955657959,0.14685413310896198
0.030803571428571135,1.5760127305984497,8.990199058762702,14.845375776290894,5.346038103103638,-51.00000000000001,1344,0.40492773056030273,9.9,-0.16380544006824493,511218,-0.01586713198116822,-0.16336704790592194,0.0008456596988253295,0.0010787197388708591,16,-0.00043839216232299805,0.18427663315862056
1.350546780072904,1.5720181465148926,7.667950790423792,15.722641229629517,5.7024760246276855,-39.5,1646,0.44354915618896484,9.9,-0.16282588243484497,541218,0.9255380732105788,-0.1617991328239441,0.000933314673602581,0.0011168088531121612,17,-0.001026749610900879,0.1884871712429424
3.0437328453796897,1.5675140619277954,5.927425485918569,14.858528137207031,5.472324371337891,-28.60000000000001,2186,0.4095282554626465,9.9,-0.1613711714744568,571220,2.3043374018279086,-0.16169820725917816,0.000957792392000556,0.001122370595112443,18,0.0003270357847213745,0.1963304584870519
4.237735849056604,1.5606944561004639,4.779295424518395,14.958562135696411,5.60704231262207,-24.6,2862,0.4185492992401123,9.9,-0.15984848141670227,601253,3.4231456590046703,-0.15859998762607574,0.000998405972495675,0.0012551323743537068,19,-0.0012484937906265259,0.2608207361979138
4.993333333333335,1.5529186725616455,4.071794581153513,15.07656478881836,5.704163551330566,-17.800000000000004,3420,0.42881107330322266,9.9,-0.15566439926624298,631277,4.187630379075108,-0.1553514003753662,0.0011891332687810063,0.0009487694478593767,20,-0.00031299889087677,0.28869382581067066
5.795907558979298,1.541035771369934,3.4107716321597876,14.940465450286865,5.680285930633545,-12.200000000000005,4154,0.43064379692077637,9.9,-0.1503121554851532,661291,5.030506549989155,-0.15089666843414307,0.0008741020574234426,0.001435261918231845,21,0.0005845129489898682,0.29848682298614243
6.329709228824274,1.5248522758483887,2.8699098290784026,14.944551706314087,5.73005223274231,-8.300000000000002,4746,0.43263697624206543,9.9,-0.14956268668174744,691292,5.601559275052295,-0.14805445075035095,0.0013954400783404708,0.0016824385384097695,22,-0.0015082359313964844,0.3943365776000303
6.722863485016648,1.511707067489624,2.5044072906388637,14.9307119846344,5.788524389266968,-10.100000000000007,5406,0.434098482131958,9.9,-0.1392882913351059,721303,6.035981936872074,-0.14288201928138733,0.0016492860158905387,0.001101072528399527,23,0.003593727946281433,0.475252204202291
7.1294356201419395,1.4827650785446167,2.23231710587861,15.028187036514282,5.808194875717163,-8.800000000000002,5918,0.44692373275756836,9.9,-0.14012524485588074,751313,6.479790140961464,-0.13925740122795105,0.001070982194505632,0.002778024645522237,24,-0.0008678436279296875,0.34500730950500985
7.42703941338222,1.4493991136550903,1.9724079752608215,15.060152769088745,5.9077534675598145,-3.5999999999999996,6546,0.4659910202026367,9.9,-0.13126535713672638,781321,6.818640230424307,-0.13172276318073273,0.002760733710601926,0.0028453220147639513,25,0.00045740604400634766,0.35350380256480807
7.707916083916085,1.4140467643737793,1.7476510489117345,14.903555393218994,5.841859817504883,-6.9,7150,0.46995019912719727,9.9,-0.12519954144954681,811328,7.133626540335439,-0.12674377858638763,0.0028359408024698496,0.002475225366652012,26,0.0015442371368408203,0.37875005797105404
7.909100418410042,1.3685394525527954,1.621635824480428,14.872402906417847,5.849301099777222,-2.299999999999997,7648,0.4638533592224121,9.9,-0.12037838995456696,841329,7.362618202530807,-0.12075943499803543,0.002467628102749586,0.003411744488403201,27,0.00038104504346847534,0.34944258455028926
8.07725374600835,1.3094054460525513,1.496941424149555,14.845726013183594,5.859195947647095,-1.2999999999999972,8142,0.47148847579956055,9.9,-0.11612217873334885,871329,7.558284690067216,-0.11640799790620804,0.0034074243158102036,0.004220169968903065,28,0.0002858191728591919,0.42932063381411517
8.273057354301574,1.2431548833847046,1.2851974423101922,14.890784978866577,5.885442733764648,-0.29999999999999716,8648,0.47539734840393066,9.9,-0.11020786315202713,901337,7.775008434752537,-0.11080104857683182,0.00421602139249444,0.004418878350406885,29,0.0005931854248046875,0.5073635451140633
8.412962552625748,1.1777384281158447,1.2064924899157974,14.886207818984985,5.893523931503296,0.5000000000000018,9026,0.47600603103637695,9.9,-0.10486363619565964,931340,7.932903585065067,-0.1035279929637909,0.004418557044118643,0.0035927186254411936,30,-0.001335643231868744,0.33874544615944574
8.545431418274328,1.1227225065231323,1.125651913163483,14.862834930419922,5.895541667938232,-1.4999999999999964,9434,0.4758472442626953,9.9,-0.09758022427558899,961347,8.083224779138655,-0.0983869656920433,0.003589894622564316,0.0024475809186697006,31,0.0008067414164543152,0.45920623972435864
8.617160133444537,1.0591135025024414,1.0645667086235475,14.993420124053955,5.92918586730957,0.3000000000000025,9592,0.47849178314208984,9.9,-0.09607694298028946,991353,8.159640411374015,-0.09505076706409454,0.002446061000227928,0.002911325078457594,32,-0.0010261759161949158,0.395011682037461
8.714391661655643,1.0164494514465332,0.9838245470434391,14.963615894317627,5.955383062362671,1.5000000000000018,9978,0.4864048957824707,9.9,-0.09001632034778595,1021367,8.272232288135315,-0.09062894433736801,0.002908760216087103,0.0013301841681823134,33,0.0006126239895820618,0.4275929206227598
8.783008573655495,0.9619132280349731,0.918023218921985,14.911595821380615,5.901528835296631,3.4000000000000012,10264,0.49568939208984375,9.9,-0.08605632930994034,1051368,8.352451071862168,-0.08552107959985733,0.0013257365208119154,0.0019424431957304478,34,-0.0005352497100830078,0.35867332227151294
8.851033567229281,0.9197945594787598,0.8781474633523181,14.831181764602661,5.924228191375732,3.200000000000002,10546,0.4892451763153076,9.9,-0.07965584099292755,1081368,8.431949142070488,-0.08208896219730377,0.0019401715835556388,0.0011697415029630065,35,0.0024331212043762207,0.5483567837896286
8.927779857731187,0.8641422986984253,0.820476602313768,14.898894786834717,5.939656019210815,2.5000000000000027,10684,0.5022187232971191,9.9,-0.07914920151233673,1111371,8.511476512147619,-0.07878507673740387,0.0011691957479342818,0.002062977524474263,36,-0.00036412477493286133,0.5118818184600404
8.97006664198445,0.8245170712471008,0.7864798124387741,14.970963478088379,5.940401554107666,3.9000000000000012,10804,0.5191347599029541,9.9,-0.07679702341556549,1141378,8.557473217762688,-0.07745072990655899,0.0020616957917809486,0.0009269352885894477,37,0.0006537064909934998,0.3762166460367916
9.035745062836625,0.7864072322845459,0.7491578944427973,14.878088235855103,5.9221086502075195,3.200000000000002,11140,0.5131199359893799,9.9,-0.07412368804216385,1171382,8.63596501194965,-0.07381346821784973,0.000924397842027247,0.0011272681877017021,38,-0.00031021982431411743,0.39374368140917043
9.080299518630772,0.7341573238372803,0.6918769571264713,15.492609977722168,6.109160661697388,4.400000000000001,11218,0.5479211807250977,9.9,-0.07074066251516342,1201383,8.68192371688614,-0.07115253806114197,0.0011268467642366886,0.0015913548413664103,39,0.00041187554597854614,0.6031429388529183
9.105936395759718,0.6958501935005188,0.6833740519616104,14.967135906219482,5.956957817077637,4.200000000000001,11320,0.5326921939849854,9.9,-0.06670786440372467,1231387,8.71089765504564,-0.06827501952648163,0.0015907244523987174,0.0008496904629282653,40,0.001567155122756958,0.6981175388608016
9.158838776568171,0.6680657863616943,0.641308197902133,15.04738163948059,6.0133302211761475,3.3000000000000025,11574,0.5243291854858398,9.9,-0.06323646008968353,1261390,8.772446657941142,-0.06369537860155106,0.0008467321167699993,0.0005674403510056436,41,0.0004589185118675232,0.6359235001363907
9.186597587905554,0.6556452512741089,0.6057019913074257,14.913375854492188,5.948808908462524,3.8000000000000016,11774,0.5439856052398682,9.9,-0.05960067734122276,1291390,8.806603313015977,-0.061151307076215744,0.0005661420873366296,0.00028348530759103596,42,0.001550629734992981,0.524954262263409
9.210297366185218,0.6356649398803711,0.5888392711719272,14.904896020889282,5.9574432373046875,3.1000000000000023,11770,0.5490155220031738,9.9,-0.05901266634464264,1321394,8.82986883216041,-0.060210637748241425,0.0002832223253790289,0.00035713129909709096,43,0.0011979714035987854,0.4197615898279592
9.230028759939096,0.6186078786849976,0.566865480994111,15.01416802406311,5.979368686676025,4.800000000000002,11822,0.5393936634063721,9.9,-0.05882685258984566,1351397,8.850633947314758,-0.05867371708154678,0.000357056938810274,0.0003066073695663363,44,-0.0001531355082988739,0.5735996977028196
9.238498992612492,0.5811315774917603,0.5726064411967373,14.998772621154785,5.9980857372283936,4.400000000000001,11912,0.5736165046691895,9.9,-0.05626608431339264,1381402,8.862252507516077,-0.05600469931960106,0.0003060022136196494,0.0008173449314199388,45,-0.0002613849937915802,0.5453561222352195
9.256731255265374,0.5383882522583008,0.5549696723351821,15.100436210632324,6.002931594848633,1.5000000000000018,11870,0.5827751159667969,9.9,-0.053094927221536636,1411410,8.878203860516004,-0.05388869717717171,0.0008181405137293041,0.0010666599264368415,46,0.0007937699556350708,0.5552597310918145
9.291417361451693,0.506536066532135,0.5225938832026886,14.961552381515503,5.986266374588013,3.1000000000000023,12234,0.5620386600494385,9.9,-0.0512990802526474,1441414,8.925783716916087,-0.05240805819630623,0.001065112417563796,0.0007409683312289417,47,0.0011089779436588287,0.7143794867600874
9.287149647598754,0.47847750782966614,0.5187569353459006,15.058781623840332,6.025547742843628,3.9000000000000012,12202,0.5490915775299072,9.9,-0.049636613577604294,1471420,8.92030309102904,-0.05057952553033829,0.0007416069856844842,0.0005300715565681458,48,0.0009429119527339935,0.5036619588232952
9.312650602409638,0.46175599098205566,0.4871529353781385,14.908371448516846,5.9479851722717285,4.600000000000001,12284,0.5547349452972412,9.9,-0.04789194464683533,1501422,8.947954150062268,-0.04893610253930092,0.0005287681124173105,0.00028275532531552017,49,0.0010441578924655914,0.5308526514413423
9.316072007784625,0.44531509280204773,0.5176165567073542,14.902789831161499,5.969930171966553,0.5000000000000018,12332,0.5395359992980957,9.9,-0.04784712195396423,1531423,8.95330444569351,-0.04793236404657364,0.0002827160933520645,0.00023460041848011315,50,8.524209260940552e-05,0.5970613836670731
9.32513714101323,0.4324594736099243,0.49162453264207334,14.938188552856445,5.9368507862091064,2.700000000000002,12396,0.5293817520141602,9.9,-0.04925323650240898,1561426,8.964421793425126,-0.046601686626672745,0.00023502377734985203,0.0003518093144521117,51,-0.0026515498757362366,0.620499484050533
9.337570758531458,0.4140859842300415,0.46373277382962375,14.918041467666626,5.946427345275879,3.4000000000000012,12366,0.5351383686065674,9.9,-0.045231401920318604,1591434,8.975151257241459,-0.04569827765226364,0.0003506228676997125,0.00025619464577175677,52,0.00046687573194503784,0.8925239621080444
9.35908945686901,0.40178877115249634,0.44587079782746036,14.89319133758545,5.940588474273682,5.400000000000001,12520,0.5299551486968994,9.9,-0.04512816295027733,1621435,9.00166629835447,-0.04485221579670906,0.0002573182573541999,0.00016516058531124145,53,-0.0002759471535682678,0.5107481210518403
9.364715214976995,0.39221686124801636,0.43358027547040523,14.886374473571777,5.945946931838989,4.500000000000001,12606,0.5161001682281494,9.9,-0.04296497628092766,1651437,9.010132939393314,-0.04281659051775932,0.00016613943444099277,0.00016288137703668326,54,-0.00014838576316833496,0.7011694023777578
9.370367437440608,0.3950122594833374,0.43633399261501693,14.950499534606934,5.957157850265503,2.6000000000000023,12628,0.5120978355407715,9.9,-0.042096011340618134,1681437,9.016411219371152,-0.04109204187989235,0.00016295134264510125,0.00024257284530904144,55,-0.0010039694607257843,0.6072025581454944
9.370920968769918,0.39443260431289673,0.43521367483820433,14.934674739837646,5.972712516784668,4.500000000000001,12552,0.5358884334564209,9.9,-0.042885247617959976,1711443,9.014270119335999,-0.04275435209274292,0.00024651779676787555,6.759001553291455e-05,56,-0.00013089552521705627,0.7878080242866372
9.368638021246234,0.40373480319976807,0.455663339426008,14.854610681533813,5.965126991271973,1.8000000000000007,12614,0.5290050506591797,9.9,-0.04092958942055702,1741448,9.014364999930248,-0.04173917695879936,6.640126230195165e-05,0.0001525500265415758,57,0.0008095875382423401,0.5306714904115785
9.396829652996846,0.3833269774913788,0.39967381732651247,14.91418170928955,5.979342937469482,0.9000000000000012,12680,0.535935640335083,9.9,-0.041544169187545776,1771449,9.043872587221754,-0.041113562881946564,0.00015118643932510167,0.00046069096424616873,58,-0.00043060630559921265,0.6567200632983031
9.38671350507416,0.4025043845176697,0.4467559046004481,14.823259115219116,5.958998680114746,0.3000000000000007,12810,0.5066344738006592,9.9,-0.04050755873322487,1801450,9.038913598206575,-0.04061983898282051,0.00046074320562183857,0.0003946240758523345,59,0.00011228024959564209,0.625158112935081
9.389414343877231,0.38408970832824707,0.4492824793653289,14.892517805099487,5.981292724609375,-4.799999999999997,12772,0.5275452136993408,9.9,-0.03879277780652046,1831452,9.040233077866047,-0.03961411118507385,0.0003968101227656007,0.00040175692993216217,60,0.0008213333785533905,0.6231901445026943
9.403276642221876,0.376733660697937,0.4003647873437652,15.012151956558228,5.991992473602295,5.300000000000001,12818,0.5380263328552246,9.9,-0.03717919811606407,1861456,9.055241831525311,-0.03958961367607117,0.0004021621716674417,0.00015487238124478608,61,0.0024104155600070953,0.797495296930128
9.40153053256286,0.3629167377948761,0.4763343621978966,15.102996110916138,6.051256418228149,-2.799999999999997,12806,0.5607588291168213,9.9,-0.037108391523361206,1891456,9.05367366787885,-0.03805726766586304,0.0001572106557432562,0.00017067522276192904,62,0.0009488761425018311,0.49681636165966286
9.413742826120675,0.34107476472854614,0.38015825886683136,15.052746295928955,6.0430381298065186,2.0000000000000027,12894,0.5603342056274414,9.9,-0.03579926863312721,1921457,9.067714217061269,-0.03770521655678749,0.00017055378702934831,0.0003760899417102337,63,0.0019059479236602783,0.8352956951275633
9.421825520024836,0.3348516821861267,0.39139124316837975,14.945343732833862,5.968398809432983,3.3000000000000016,12884,0.5305159091949463,9.9,-0.037397999316453934,1951463,9.075627797197448,-0.03690364584326744,0.0003739043604582548,9.736869833432138e-05,64,-0.0004943534731864929,0.5935378186467285
9.420313469894475,0.3348273038864136,0.39691762533567654,14.930964231491089,5.968941688537598,0.8000000000000007,12888,0.5110478401184082,9.9,-0.03546014055609703,1981463,9.07425976686222,-0.0363951101899147,9.807316382648423e-05,9.044551552506164e-05,65,0.0009349696338176727,0.6978065711834686
9.42677519379845,0.3353092074394226,0.3804008338889546,14.84570574760437,5.956084489822388,0.7000000000000011,12900,0.5319178104400635,9.9,-0.0351780503988266,2011466,9.080900166800017,-0.036619964987039566,8.922832057578489e-05,0.00013115379260852933,66,0.001441914588212967,0.43232951944470194
9.434157650695518,0.3452630937099457,0.3565789622089314,14.92479681968689,5.9707581996917725,5.700000000000001,12940,0.5128405094146729,9.9,-0.03392934426665306,2041466,9.089479716092852,-0.03580330312252045,0.0001325340272160247,0.00016007028170861304,67,0.0018739588558673859,0.627849857848237
9.437822568331043,0.3418375551700592,0.36697567799528324,15.09357213973999,6.061316967010498,1.3000000000000007,13098,0.5641109943389893,9.9,-0.03493344038724899,2071468,9.098276583052629,-0.03509661182761192,0.00015874947712291032,0.00014441971143241972,68,0.0001631714403629303,0.5055255100003057
9.427528089887641,0.3347863256931305,0.3570460819581554,14.847044944763184,5.929792642593384,5.700000000000001,12816,0.5243782997131348,9.9,-0.034250691533088684,2101472,9.078878053614325,-0.0350651890039444,0.0001464549859520048,0.0001086448974092491,69,0.0008144974708557129,0.6828487643379508
9.436059479553903,0.3359922766685486,0.38002424292488723,14.9107346534729,5.968122482299805,-1.0999999999999979,12912,0.5194723606109619,9.9,-0.03435862064361572,2131475,9.090611706617256,-0.03280483931303024,0.00010884015500778332,6.852187652839348e-05,70,-0.0015537813305854797,0.8416348188852759
9.44516377056743,0.31146612763404846,0.3368827530842077,14.921018362045288,5.960435628890991,7.1000000000000005,13006,0.5365054607391357,9.9,-0.03373783454298973,2161476,9.102425129324452,-0.033849965780973434,6.876276893308386e-05,0.0004702204605564475,71,0.00011213123798370361,0.5213537988040916
9.449271402550092,0.3080584704875946,0.34403726948517493,14.87329649925232,5.9426352977752686,4.300000000000001,13176,0.5080819129943848,9.9,-0.033425264060497284,2191478,9.11198742589659,-0.033762264996767044,0.00046947848750278354,5.9706006140913814e-05,72,0.00033700093626976013,0.5092196202078889
9.437161746617466,0.29457107186317444,0.35814370519028954,14.856897354125977,5.952249526977539,4.300000000000002,13008,0.5237522125244141,9.9,-0.034935712814331055,2221480,9.094665318589987,-0.034328386187553406,6.0462312831077725e-05,0.00023277787840925157,73,-0.0006073266267776489,0.6427912895365171
9.454552352048559,0.27037182450294495,0.344741206060541,14.819748163223267,5.933491468429565,5.1000000000000005,13180,0.5267953872680664,9.9,-0.03143877536058426,2251480,9.117381361016633,-0.03372335433959961,0.00023168808547779918,0.0005061912816017866,74,0.0022845789790153503,0.7703849349615794
9.46185878092939,0.25326400995254517,0.3299059639566351,14.993854761123657,6.000797510147095,5.300000000000001,13256,0.5350563526153564,9.9,-0.03304925560951233,2281483,9.126844610579564,-0.03316093981266022,0.0005062056006863713,0.0002621441672090441,75,0.00011168420314788818,0.6725992775784988
9.458103422282528,0.24963629245758057,0.3311568339072845,14.862281560897827,5.9845452308654785,6.700000000000001,13266,0.538212776184082,9.9,-0.03286253288388252,2311487,9.123500577510724,-0.03184173256158829,0.0002620898303575814,9.082848555408418e-05,76,-0.0010208003222942352,0.6511922795660093
9.454363747329875,0.2431582808494568,0.33579100516479415,14.972317695617676,5.996819496154785,5.4,13108,0.5345408916473389,9.9,-0.03188592568039894,2341493,9.114751660332775,-0.0332380048930645,9.134428546531126e-05,0.00010156032658414915,77,0.0013520792126655579,0.6930994924003541
9.463732447531331,0.24735720455646515,0.3286621414854682,15.00243854522705,5.999202489852905,4.600000000000002,13246,0.5285725593566895,9.9,-0.0316721647977829,2371495,9.12846711888546,-0.03209410235285759,0.00010095105972141027,0.00021497813577298075,78,0.00042193755507469177,0.610650414767645
9.45894897182026,0.23778341710567474,0.33254236521370983,14.968528270721436,6.0182883739471436,5.200000000000001,13130,0.5316810607910156,9.9,-0.032016120851039886,2401495,9.120198782240529,-0.032819610089063644,0.00021675301832146943,0.00014936088700778782,79,0.0008034892380237579,0.6845330052264303
9.473765060240964,0.23244746029376984,0.31845113522517265,14.830164670944214,5.982548713684082,6.200000000000001,13280,0.5324344635009766,9.9,-0.029022354632616043,2431497,9.13943601486345,-0.031298983842134476,0.00014700509200338274,9.179834160022438e-05,80,0.0022766292095184326,0.6593367331686771
9.469148936170214,0.22658070921897888,0.3175228528080399,14.820219993591309,5.986624717712402,6.1000000000000005,13348,0.5340683460235596,9.9,-0.03243175521492958,2461501,9.136828860567539,-0.031114565208554268,9.119899914367124e-05,8.210777014028281e-05,81,-0.0013171900063753128,0.6225864866443882
